ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALITY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6196233,F,N,N,0,103500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18770,-7597,1,1,0,0,,2
6196234,F,N,N,0,103500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18770,-7597,1,1,0,0,,2
6196235,F,N,N,0,103500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18770,-7597,1,1,0,0,,2
6196236,F,N,N,0,103500,Working,Secondary / secondary special,Civil marriage,House / apartment,-18770,-7597,1,1,0,0,,2
5033538,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
5033539,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
6196248,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
6196249,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
6196250,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
6196251,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
6196252,F,Y,N,3,540000,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5
5033540,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22191,365243,1,0,0,0,,2
5033541,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22191,365243,1,0,0,0,,2
6045659,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22191,365243,1,0,0,0,,2
6045660,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22191,365243,1,0,0,0,,2
5033542,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5033543,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471076,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471077,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471078,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471079,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471080,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471081,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471082,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471083,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471084,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471085,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5471086,F,N,N,3,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4
5033544,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471087,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471088,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471089,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471090,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471091,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471092,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471093,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471094,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471095,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471096,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5471097,M,Y,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2
5033545,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471119,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471120,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471121,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471122,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471123,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5471124,F,Y,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2
5033546,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20908,365243,1,0,0,0,,2
5471127,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20908,365243,1,0,0,0,,2
5033547,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5471488,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5471489,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5471490,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5471492,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5471493,M,N,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1
5033548,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10276,-2607,1,0,1,0,Laborers,1
5471494,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10276,-2607,1,0,1,0,Laborers,1
5471495,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10276,-2607,1,0,1,0,Laborers,1
5033549,M,Y,N,2,157500,Working,Secondary / secondary special,Married,House / apartment,-12912,-1844,1,0,0,0,,4
5398523,M,Y,N,2,157500,Working,Secondary / secondary special,Married,House / apartment,-12912,-1844,1,0,0,0,,4
5033550,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
5033551,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
5503609,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
5503610,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196253,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196254,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196255,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196257,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196258,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196259,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196260,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196261,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196262,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196263,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196266,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196267,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196268,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
6196269,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2
5033554,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5033556,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566465,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566467,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566468,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566469,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566471,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566472,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566474,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566475,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566476,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566477,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566478,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5566479,F,N,Y,0,90000,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2
5033558,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4
5463066,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4
5463068,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4
5463070,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4
5033560,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,-20159,-1299,1,0,0,0,High skill tech staff,2
5471159,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,-20159,-1299,1,0,0,0,High skill tech staff,2
5471160,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,-20159,-1299,1,0,0,0,High skill tech staff,2
5471161,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,-20159,-1299,1,0,0,0,High skill tech staff,2
5033561,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5471511,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5471512,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5471513,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5471515,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5471516,F,Y,N,0,360000,Pensioner,Higher education,Married,House / apartment,-20782,365243,1,0,1,0,,2
5033562,F,N,Y,0,63000,Pensioner,Secondary / secondary special,Married,House / apartment,-21475,365243,1,0,0,0,,2
5398562,F,N,Y,0,63000,Pensioner,Secondary / secondary special,Married,House / apartment,-21475,365243,1,0,0,0,,2
5398563,F,N,Y,0,63000,Pensioner,Secondary / secondary special,Married,House / apartment,-21475,365243,1,0,0,0,,2
5033564,F,Y,Y,0,99000,Pensioner,Higher education,Married,House / apartment,-24067,365243,1,0,1,0,,2
5398605,F,Y,Y,0,99000,Pensioner,Higher education,Married,House / apartment,-24067,365243,1,0,1,0,,2
5398606,F,Y,Y,0,99000,Pensioner,Higher education,Married,House / apartment,-24067,365243,1,0,1,0,,2
5398607,F,Y,Y,0,99000,Pensioner,Higher education,Married,House / apartment,-24067,365243,1,0,1,0,,2
5033565,F,Y,Y,0,315000,Working,Secondary / secondary special,Married,With parents,-17197,-2362,1,0,0,0,Managers,2
5398698,F,Y,Y,0,315000,Working,Secondary / secondary special,Married,With parents,-17197,-2362,1,0,0,0,Managers,2
5398699,F,Y,Y,0,315000,Working,Secondary / secondary special,Married,With parents,-17197,-2362,1,0,0,0,Managers,2
5033566,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
6045726,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
6045727,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
6045729,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
6045730,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
6045731,F,N,N,0,450000,Working,Secondary / secondary special,Married,House / apartment,-19150,-1511,1,0,1,0,Managers,2
5033567,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
5033569,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045744,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045745,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045747,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045748,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045749,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045750,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045751,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045752,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045753,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045754,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045755,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045757,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
6045758,F,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2
5033570,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566235,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566236,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566237,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566238,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566239,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5566240,F,Y,Y,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3
5033572,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566347,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566349,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566350,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566351,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566352,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566354,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566355,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566356,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566357,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566358,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566359,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566360,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566361,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566362,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5566363,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2
5033574,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463081,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463082,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463083,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463084,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463085,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463087,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463088,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463089,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463090,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463091,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5463092,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5033575,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5033576,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398700,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398702,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398704,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398705,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398706,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398709,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5398710,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14474,-5162,1,0,0,0,Laborers,3
5033577,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-11375,-3793,1,0,0,0,Sales staff,4
5476205,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-11375,-3793,1,0,0,0,Sales staff,4
5476206,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-11375,-3793,1,0,0,0,Sales staff,4
5033578,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
5503611,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196270,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196271,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196272,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196273,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196274,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196275,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196276,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196277,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
6196278,F,N,N,1,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3
5033581,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045514,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045515,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045516,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045517,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045518,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045519,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045520,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045521,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045522,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045523,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
6045524,F,N,Y,2,270000,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3
5033582,M,Y,Y,1,202500,State servant,Secondary / secondary special,Married,House / apartment,-14619,-2940,1,1,0,0,Laborers,3
5398528,M,Y,Y,1,202500,State servant,Secondary / secondary special,Married,House / apartment,-14619,-2940,1,1,0,0,Laborers,3
5033584,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-17718,-4463,1,0,0,0,,2
5033585,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-17718,-4463,1,0,0,0,,2
6196442,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-17718,-4463,1,0,0,0,,2
6196443,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-17718,-4463,1,0,0,0,,2
5033586,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196522,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196524,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196525,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196526,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196527,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196528,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
6196529,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3
5033587,M,N,N,0,382500,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,2
6045669,M,N,N,0,382500,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,2
6045670,M,N,N,0,382500,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,1,0,Managers,2
5033588,M,N,Y,1,180000,Working,Secondary / secondary special,Married,Rented apartment,-15957,-2270,1,0,0,0,Drivers,3
